timestamp,host,event_id,event_source,process_name,process_path,process_hash,pid,ppid,parent_process_name,image_loaded,registry_key,registry_value,target_object,signed,signature,label,technique_tag,raw_fields
2026-01-01 10:08:01.741012+00:00,LABVM,13,Sysmon,updater.exe,,,1202,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:08:40.716393+00:00,LABVM,13,Sysmon,updater.exe,,,1202,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:09:17.606788+00:00,LABVM,13,Sysmon,updater.exe,,,1202,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:10:07.900038+00:00,LABVM,13,Sysmon,updater.exe,,,1202,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_3,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:09:00+00:00,LABVM,1,Sysmon,keylogger.exe,C:\Users\User\Desktop\keylogger.exe,7486a39c957649bb87fdf6a59d0f61bb,1203,1202.0,cmd.exe,,,,,False,,malicious,hook,{'CommandLine': 'C:\\Users\\User\\Desktop\\keylogger.exe'}
2026-01-01 10:09:00.100000+00:00,LABVM,7,Sysmon,keylogger.exe,,,1203,,,C:\Windows\System32\kernelbase.dll,,,,True,,malicious,hook,{}
2026-01-01 10:09:00.150000+00:00,LABVM,7,Sysmon,keylogger.exe,,,1203,,,C:\Windows\System32\msvcrt.dll,,,,True,,malicious,hook,{}
2026-01-01 10:09:00.200000+00:00,LABVM,7,Sysmon,keylogger.exe,,,1203,,,C:\Windows\System32\user32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:09:00.300000+00:00,LABVM,13,Sysmon,keylogger.exe,,,1203,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,keylogger.exe=C:\Users\User\Desktop\keylogger.exe,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:09:30+00:00,LABVM,13,Sysmon,keylogger.exe,,,1203,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:10:00+00:00,LABVM,13,Sysmon,keylogger.exe,,,1203,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:10:30+00:00,LABVM,13,Sysmon,keylogger.exe,,,1203,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:11:00+00:00,LABVM,13,Sysmon,keylogger.exe,,,1203,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_3,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:12:00+00:00,LABVM,1,Sysmon,svchost32.exe,C:\Users\User\Downloads\svchost32.exe,363cad5e6f9d4f229a489abd6b3d92ed,1204,1203.0,cmd.exe,,,,,False,,malicious,hook,{'CommandLine': 'C:\\Users\\User\\Downloads\\svchost32.exe'}
2026-01-01 10:12:00.100000+00:00,LABVM,7,Sysmon,svchost32.exe,,,1204,,,C:\Windows\System32\kernel32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:12:00.150000+00:00,LABVM,7,Sysmon,svchost32.exe,,,1204,,,C:\Windows\System32\kernelbase.dll,,,,True,,malicious,hook,{}
2026-01-01 10:12:24.913000+00:00,LABVM,7,Sysmon,svchost32.exe,,,1204,,,C:\Windows\System32\user32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:12:25.013000+00:00,LABVM,13,Sysmon,svchost32.exe,,,1204,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,svchost32.exe=C:\Users\User\Downloads\svchost32.exe,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:12:54.713000+00:00,LABVM,13,Sysmon,svchost32.exe,,,1204,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:13:24.713000+00:00,LABVM,13,Sysmon,svchost32.exe,,,1204,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:13:54.713000+00:00,LABVM,13,Sysmon,svchost32.exe,,,1204,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:14:24.713000+00:00,LABVM,13,Sysmon,svchost32.exe,,,1204,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_3,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:15:00+00:00,LABVM,1,Sysmon,updater.exe,C:\Windows\System32\updater.exe,edf4b38717b144a5803b9d515b4e8a09,1205,1204.0,cmd.exe,,,,,False,,malicious,hook,{'CommandLine': 'C:\\Windows\\System32\\updater.exe'}
2026-01-01 10:15:00.100000+00:00,LABVM,7,Sysmon,updater.exe,,,1205,,,C:\Windows\System32\kernel32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:15:00.150000+00:00,LABVM,7,Sysmon,updater.exe,,,1205,,,C:\Windows\System32\ntdll.dll,,,,True,,malicious,hook,{}
2026-01-01 10:16:39.635124+00:00,LABVM,7,Sysmon,updater.exe,,,1205,,,C:\Windows\System32\user32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:16:39.735124+00:00,LABVM,13,Sysmon,updater.exe,,,1205,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,updater.exe=C:\Windows\System32\updater.exe,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:17:11.912558+00:00,LABVM,13,Sysmon,updater.exe,,,1205,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:17:49.047004+00:00,LABVM,13,Sysmon,updater.exe,,,1205,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:18:25.014846+00:00,LABVM,13,Sysmon,updater.exe,,,1205,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:18:57.649797+00:00,LABVM,13,Sysmon,updater.exe,,,1205,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_3,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:18:00+00:00,LABVM,1,Sysmon,inputcap.exe,C:\Users\User\Desktop\inputcap.exe,a754931e62e24d4cbca7ef2a7b699f6d,1206,1205.0,svchost.exe,,,,,False,,malicious,hook,{'CommandLine': 'C:\\Users\\User\\Desktop\\inputcap.exe'}
2026-01-01 10:18:00.100000+00:00,LABVM,7,Sysmon,inputcap.exe,,,1206,,,C:\Windows\System32\kernel32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:18:00.150000+00:00,LABVM,7,Sysmon,inputcap.exe,,,1206,,,C:\Windows\System32\ntdll.dll,,,,True,,malicious,hook,{}
2026-01-01 10:18:00.200000+00:00,LABVM,7,Sysmon,inputcap.exe,,,1206,,,C:\Windows\System32\user32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:18:00.300000+00:00,LABVM,13,Sysmon,inputcap.exe,,,1206,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,inputcap.exe=C:\Users\User\Desktop\inputcap.exe,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:18:30+00:00,LABVM,13,Sysmon,inputcap.exe,,,1206,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:19:00+00:00,LABVM,13,Sysmon,inputcap.exe,,,1206,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:19:30+00:00,LABVM,13,Sysmon,inputcap.exe,,,1206,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:20:00+00:00,LABVM,13,Sysmon,inputcap.exe,,,1206,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_3,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:21:00+00:00,LABVM,1,Sysmon,sync.exe,C:\Users\User\AppData\Local\Temp\sync.exe,1a11eabe007f4ca092fb9dcde78ec212,1207,1206.0,explorer.exe,,,,,False,,malicious,hook,{'CommandLine': 'C:\\Users\\User\\AppData\\Local\\Temp\\sync.exe'}
2026-01-01 10:21:00.100000+00:00,LABVM,7,Sysmon,sync.exe,,,1207,,,C:\Windows\System32\kernel32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:21:00.150000+00:00,LABVM,7,Sysmon,sync.exe,,,1207,,,C:\Windows\System32\ntdll.dll,,,,True,,malicious,hook,{}
2026-01-01 10:21:12.536064+00:00,LABVM,7,Sysmon,sync.exe,,,1207,,,C:\Windows\System32\user32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:21:12.636064+00:00,LABVM,13,Sysmon,sync.exe,,,1207,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,sync.exe=C:\Users\User\AppData\Local\Temp\sync.exe,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:21:42.336064+00:00,LABVM,13,Sysmon,sync.exe,,,1207,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:22:12.336064+00:00,LABVM,13,Sysmon,sync.exe,,,1207,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:22:42.336064+00:00,LABVM,13,Sysmon,sync.exe,,,1207,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:23:12.336064+00:00,LABVM,13,Sysmon,sync.exe,,,1207,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_3,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:24:00+00:00,LABVM,1,Sysmon,agent.exe,C:\Windows\System32\agent.exe,27e71a7ee8b048129295e5b96b1b78f9,1208,1207.0,powershell.exe,,,,,False,,malicious,hook,{'CommandLine': 'C:\\Windows\\System32\\agent.exe'}
2026-01-01 10:24:00.100000+00:00,LABVM,7,Sysmon,agent.exe,,,1208,,,C:\Windows\System32\msvcrt.dll,,,,True,,malicious,hook,{}
2026-01-01 10:24:00.150000+00:00,LABVM,7,Sysmon,agent.exe,,,1208,,,C:\Windows\System32\kernel32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:25:54.203388+00:00,LABVM,7,Sysmon,agent.exe,,,1208,,,C:\Windows\System32\user32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:25:54.303388+00:00,LABVM,13,Sysmon,agent.exe,,,1208,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,agent.exe=C:\Windows\System32\agent.exe,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:26:16.937224+00:00,LABVM,13,Sysmon,agent.exe,,,1208,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:26:34.794159+00:00,LABVM,13,Sysmon,agent.exe,,,1208,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:27:02.019266+00:00,LABVM,13,Sysmon,agent.exe,,,1208,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:27:15.340752+00:00,LABVM,13,Sysmon,agent.exe,,,1208,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_3,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:27:00+00:00,LABVM,1,Sysmon,inputcap.exe,C:\Users\User\Downloads\inputcap.exe,410e29034b5b43b490b9812d4ae30447,1209,1208.0,cmd.exe,,,,,False,,malicious,hook,{'CommandLine': 'C:\\Users\\User\\Downloads\\inputcap.exe'}
2026-01-01 10:27:00.100000+00:00,LABVM,7,Sysmon,inputcap.exe,,,1209,,,C:\Windows\System32\ntdll.dll,,,,True,,malicious,hook,{}
2026-01-01 10:27:00.150000+00:00,LABVM,7,Sysmon,inputcap.exe,,,1209,,,C:\Windows\System32\kernel32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:27:00.200000+00:00,LABVM,7,Sysmon,inputcap.exe,,,1209,,,C:\Windows\System32\user32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:27:00.300000+00:00,LABVM,13,Sysmon,inputcap.exe,,,1209,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,inputcap.exe=C:\Users\User\Downloads\inputcap.exe,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:27:30+00:00,LABVM,13,Sysmon,inputcap.exe,,,1209,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:28:00+00:00,LABVM,13,Sysmon,inputcap.exe,,,1209,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:28:30+00:00,LABVM,13,Sysmon,inputcap.exe,,,1209,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:29:00+00:00,LABVM,13,Sysmon,inputcap.exe,,,1209,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_3,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:30:00+00:00,LABVM,1,Sysmon,monitor.exe,C:\Users\User\Desktop\monitor.exe,3efc00427b6f4be7a9aa2a14b6c9ed5c,1210,1209.0,powershell.exe,,,,,False,,malicious,hook,{'CommandLine': 'C:\\Users\\User\\Desktop\\monitor.exe'}
2026-01-01 10:30:00.100000+00:00,LABVM,7,Sysmon,monitor.exe,,,1210,,,C:\Windows\System32\kernelbase.dll,,,,True,,malicious,hook,{}
2026-01-01 10:30:00.150000+00:00,LABVM,7,Sysmon,monitor.exe,,,1210,,,C:\Windows\System32\ntdll.dll,,,,True,,malicious,hook,{}
2026-01-01 10:30:23.782693+00:00,LABVM,7,Sysmon,monitor.exe,,,1210,,,C:\Windows\System32\user32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:30:23.882693+00:00,LABVM,13,Sysmon,monitor.exe,,,1210,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,monitor.exe=C:\Users\User\Desktop\monitor.exe,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:30:53.582693+00:00,LABVM,13,Sysmon,monitor.exe,,,1210,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:31:23.582693+00:00,LABVM,13,Sysmon,monitor.exe,,,1210,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:31:53.582693+00:00,LABVM,13,Sysmon,monitor.exe,,,1210,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:32:23.582693+00:00,LABVM,13,Sysmon,monitor.exe,,,1210,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_3,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:33:00+00:00,LABVM,1,Sysmon,sync.exe,C:\Windows\System32\sync.exe,c04a813611214fc1b4bf6e277be49c54,1211,1210.0,cmd.exe,,,,,False,,malicious,hook,{'CommandLine': 'C:\\Windows\\System32\\sync.exe'}
2026-01-01 10:33:00.100000+00:00,LABVM,7,Sysmon,sync.exe,,,1211,,,C:\Windows\System32\kernelbase.dll,,,,True,,malicious,hook,{}
2026-01-01 10:33:00.150000+00:00,LABVM,7,Sysmon,sync.exe,,,1211,,,C:\Windows\System32\ntdll.dll,,,,True,,malicious,hook,{}
2026-01-01 10:34:32.486164+00:00,LABVM,7,Sysmon,sync.exe,,,1211,,,C:\Windows\System32\user32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:34:32.586164+00:00,LABVM,13,Sysmon,sync.exe,,,1211,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,sync.exe=C:\Windows\System32\sync.exe,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:35:17.158687+00:00,LABVM,13,Sysmon,sync.exe,,,1211,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:36:11.477203+00:00,LABVM,13,Sysmon,sync.exe,,,1211,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:37:02.759336+00:00,LABVM,13,Sysmon,sync.exe,,,1211,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:37:49.073920+00:00,LABVM,13,Sysmon,sync.exe,,,1211,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_3,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:36:00+00:00,LABVM,1,Sysmon,kbhook.exe,C:\Users\User\AppData\Local\Temp\kbhook.exe,8b2bbf9ad48545cf80500ee9c6a67530,1212,1211.0,explorer.exe,,,,,False,,malicious,hook,{'CommandLine': 'C:\\Users\\User\\AppData\\Local\\Temp\\kbhook.exe'}
2026-01-01 10:36:00.100000+00:00,LABVM,7,Sysmon,kbhook.exe,,,1212,,,C:\Windows\System32\kernelbase.dll,,,,True,,malicious,hook,{}
2026-01-01 10:36:00.150000+00:00,LABVM,7,Sysmon,kbhook.exe,,,1212,,,C:\Windows\System32\msvcrt.dll,,,,True,,malicious,hook,{}
2026-01-01 10:36:00.200000+00:00,LABVM,7,Sysmon,kbhook.exe,,,1212,,,C:\Windows\System32\user32.dll,,,,True,,malicious,hook,{}
2026-01-01 10:36:00.300000+00:00,LABVM,13,Sysmon,kbhook.exe,,,1212,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,kbhook.exe=C:\Users\User\AppData\Local\Temp\kbhook.exe,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:36:30+00:00,LABVM,13,Sysmon,kbhook.exe,,,1212,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_0,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:37:00+00:00,LABVM,13,Sysmon,kbhook.exe,,,1212,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_1,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
2026-01-01 10:37:30+00:00,LABVM,13,Sysmon,kbhook.exe,,,1212,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,update_2,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,malicious,hook,{}
